Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-12 09:15:00+05:30,2501.800048828125,2507.85009765625,2501.300048828125,2501.300048828125,0,0.0,0.0
2024-08-12 09:16:00+05:30,2502.0,2502.0,2496.949951171875,2497.85009765625,2292,0.0,0.0
2024-08-12 09:17:00+05:30,2495.449951171875,2499.5,2495.449951171875,2499.25,1838,0.0,0.0
2024-08-12 09:18:00+05:30,2499.60009765625,2502.449951171875,2499.60009765625,2500.10009765625,2847,0.0,0.0
2024-08-12 09:19:00+05:30,2499.60009765625,2499.60009765625,2494.800048828125,2494.800048828125,1146,0.0,0.0
2024-08-12 09:20:00+05:30,2494.39990234375,2497.5,2493.0,2494.0,2580,0.0,0.0
2024-08-12 09:21:00+05:30,2492.0,2492.0,2490.14990234375,2490.39990234375,2842,0.0,0.0
2024-08-12 09:22:00+05:30,2490.39990234375,2493.0,2490.39990234375,2493.0,2455,0.0,0.0
2024-08-12 09:23:00+05:30,2492.949951171875,2492.949951171875,2491.550048828125,2491.550048828125,1041,0.0,0.0
2024-08-12 09:24:00+05:30,2491.550048828125,2492.10009765625,2491.10009765625,2491.10009765625,746,0.0,0.0
2024-08-12 09:25:00+05:30,2491.5,2492.35009765625,2491.050048828125,2491.300048828125,2979,0.0,0.0
2024-08-12 09:26:00+05:30,2491.699951171875,2491.699951171875,2490.050048828125,2490.050048828125,1142,0.0,0.0
2024-08-12 09:27:00+05:30,2490.64990234375,2491.199951171875,2486.949951171875,2486.949951171875,2599,0.0,0.0
2024-08-12 09:28:00+05:30,2485.10009765625,2487.5,2485.10009765625,2487.5,1888,0.0,0.0
2024-08-12 09:29:00+05:30,2486.199951171875,2486.199951171875,2483.050048828125,2484.0,2123,0.0,0.0
2024-08-12 09:30:00+05:30,2483.0,2488.449951171875,2483.0,2488.449951171875,985,0.0,0.0
2024-08-12 09:31:00+05:30,2486.949951171875,2487.35009765625,2485.5,2487.35009765625,1904,0.0,0.0
2024-08-12 09:33:00+05:30,2485.0,2485.0,2484.050048828125,2485.0,1643,0.0,0.0
2024-08-12 09:34:00+05:30,2485.0,2488.14990234375,2484.800048828125,2487.050048828125,3370,0.0,0.0
2024-08-12 09:35:00+05:30,2486.60009765625,2486.60009765625,2485.0,2486.25,1003,0.0,0.0
2024-08-12 09:36:00+05:30,2487.39990234375,2489.25,2487.199951171875,2489.25,2535,0.0,0.0
2024-08-12 09:37:00+05:30,2489.25,2489.25,2486.0,2486.0,1365,0.0,0.0
2024-08-12 09:38:00+05:30,2485.60009765625,2485.60009765625,2484.25,2484.25,2835,0.0,0.0
2024-08-12 09:39:00+05:30,2483.699951171875,2485.949951171875,2483.699951171875,2485.10009765625,1024,0.0,0.0
2024-08-12 09:40:00+05:30,2484.35009765625,2484.35009765625,2482.25,2483.050048828125,1406,0.0,0.0
2024-08-12 09:41:00+05:30,2483.050048828125,2484.35009765625,2483.050048828125,2484.35009765625,934,0.0,0.0
2024-08-12 09:42:00+05:30,2484.35009765625,2484.35009765625,2482.199951171875,2482.199951171875,618,0.0,0.0
2024-08-12 09:43:00+05:30,2483.35009765625,2483.35009765625,2482.300048828125,2483.300048828125,635,0.0,0.0
2024-08-12 09:44:00+05:30,2484.300048828125,2484.300048828125,2483.199951171875,2483.60009765625,1058,0.0,0.0
2024-08-12 09:45:00+05:30,2483.60009765625,2484.0,2481.5,2481.5,1264,0.0,0.0
2024-08-12 09:46:00+05:30,2481.5,2482.449951171875,2481.0,2482.449951171875,1271,0.0,0.0
2024-08-12 09:47:00+05:30,2482.25,2483.449951171875,2481.25,2483.449951171875,1528,0.0,0.0
2024-08-12 09:48:00+05:30,2483.449951171875,2483.449951171875,2480.550048828125,2481.050048828125,1153,0.0,0.0
2024-08-12 09:49:00+05:30,2479.5,2479.5,2478.199951171875,2478.25,2966,0.0,0.0
2024-08-12 09:50:00+05:30,2479.75,2479.75,2478.10009765625,2478.10009765625,781,0.0,0.0
2024-08-12 09:51:00+05:30,2478.10009765625,2479.0,2478.0,2478.800048828125,674,0.0,0.0
2024-08-12 09:52:00+05:30,2478.800048828125,2478.800048828125,2478.0,2478.0,556,0.0,0.0
2024-08-12 09:53:00+05:30,2478.199951171875,2478.199951171875,2478.0,2478.199951171875,677,0.0,0.0
2024-08-12 09:54:00+05:30,2477.89990234375,2479.64990234375,2477.10009765625,2479.64990234375,2795,0.0,0.0
2024-08-12 09:55:00+05:30,2479.60009765625,2481.0,2477.699951171875,2477.699951171875,1185,0.0,0.0
2024-08-12 09:56:00+05:30,2478.75,2478.75,2476.75,2477.35009765625,595,0.0,0.0
2024-08-12 09:57:00+05:30,2477.39990234375,2478.800048828125,2477.14990234375,2478.25,742,0.0,0.0
2024-08-12 09:58:00+05:30,2479.5,2479.5,2476.949951171875,2477.050048828125,743,0.0,0.0
2024-08-12 09:59:00+05:30,2478.0,2478.0,2476.10009765625,2476.10009765625,498,0.0,0.0
2024-08-12 10:00:00+05:30,2476.10009765625,2476.35009765625,2475.0,2475.0,1111,0.0,0.0
2024-08-12 10:01:00+05:30,2475.0,2477.75,2475.0,2476.25,1523,0.0,0.0
2024-08-12 10:02:00+05:30,2475.60009765625,2475.89990234375,2475.449951171875,2475.85009765625,670,0.0,0.0
2024-08-12 10:03:00+05:30,2476.39990234375,2478.35009765625,2476.35009765625,2477.39990234375,737,0.0,0.0
2024-08-12 10:04:00+05:30,2477.5,2477.5,2476.0,2476.39990234375,625,0.0,0.0
2024-08-12 10:05:00+05:30,2476.39990234375,2477.800048828125,2475.75,2477.800048828125,676,0.0,0.0
2024-08-12 10:06:00+05:30,2476.699951171875,2476.699951171875,2476.0,2476.0,630,0.0,0.0
2024-08-12 10:07:00+05:30,2477.199951171875,2477.199951171875,2476.39990234375,2476.89990234375,674,0.0,0.0
2024-08-12 10:08:00+05:30,2476.89990234375,2479.199951171875,2476.89990234375,2479.14990234375,843,0.0,0.0
2024-08-12 10:09:00+05:30,2479.199951171875,2479.199951171875,2477.0,2477.75,711,0.0,0.0
2024-08-12 10:10:00+05:30,2477.0,2478.0,2476.300048828125,2478.0,1230,0.0,0.0
2024-08-12 10:11:00+05:30,2476.949951171875,2476.949951171875,2476.050048828125,2476.050048828125,953,0.0,0.0
2024-08-12 10:12:00+05:30,2476.050048828125,2476.64990234375,2474.949951171875,2476.64990234375,3293,0.0,0.0
2024-08-12 10:13:00+05:30,2475.449951171875,2476.050048828125,2475.0,2475.050048828125,465,0.0,0.0
2024-08-12 10:14:00+05:30,2474.10009765625,2475.0,2472.050048828125,2474.60009765625,1939,0.0,0.0
2024-08-12 10:15:00+05:30,2475.0,2475.0,2473.35009765625,2474.0,881,0.0,0.0
2024-08-12 10:16:00+05:30,2474.0,2474.0,2473.050048828125,2473.75,1220,0.0,0.0
2024-08-12 10:17:00+05:30,2473.75,2474.550048828125,2473.050048828125,2473.75,902,0.0,0.0
2024-08-12 10:18:00+05:30,2473.199951171875,2473.75,2473.0,2473.75,528,0.0,0.0
2024-08-12 10:19:00+05:30,2473.0,2473.0,2470.89990234375,2470.89990234375,4544,0.0,0.0
2024-08-12 10:20:00+05:30,2471.60009765625,2472.449951171875,2471.60009765625,2471.800048828125,1028,0.0,0.0
2024-08-12 10:21:00+05:30,2471.800048828125,2471.800048828125,2471.75,2471.75,676,0.0,0.0
2024-08-12 10:22:00+05:30,2472.300048828125,2472.5,2471.39990234375,2472.449951171875,760,0.0,0.0
2024-08-12 10:23:00+05:30,2472.449951171875,2473.949951171875,2472.449951171875,2473.699951171875,1036,0.0,0.0
2024-08-12 10:24:00+05:30,2473.39990234375,2476.75,2473.39990234375,2476.199951171875,1384,0.0,0.0
2024-08-12 10:25:00+05:30,2476.199951171875,2476.39990234375,2473.300048828125,2473.300048828125,1138,0.0,0.0
2024-08-12 10:26:00+05:30,2473.89990234375,2474.550048828125,2473.300048828125,2473.300048828125,501,0.0,0.0
2024-08-12 10:27:00+05:30,2474.10009765625,2474.10009765625,2473.39990234375,2473.449951171875,675,0.0,0.0
2024-08-12 10:28:00+05:30,2474.10009765625,2474.699951171875,2473.550048828125,2473.89990234375,537,0.0,0.0
2024-08-12 10:29:00+05:30,2474.5,2474.5,2473.35009765625,2473.449951171875,642,0.0,0.0
2024-08-12 10:30:00+05:30,2474.89990234375,2474.89990234375,2473.35009765625,2473.35009765625,337,0.0,0.0
2024-08-12 10:31:00+05:30,2473.0,2473.0,2472.0,2472.0,251,0.0,0.0
2024-08-12 10:32:00+05:30,2471.14990234375,2471.5,2470.0,2470.5,4061,0.0,0.0
2024-08-12 10:33:00+05:30,2470.449951171875,2470.449951171875,2470.25,2470.25,496,0.0,0.0
2024-08-12 10:34:00+05:30,2470.25,2470.25,2469.0,2469.10009765625,3983,0.0,0.0
2024-08-12 10:35:00+05:30,2470.0,2471.300048828125,2470.0,2471.0,796,0.0,0.0
2024-08-12 10:36:00+05:30,2471.0,2471.0,2469.25,2469.25,855,0.0,0.0
2024-08-12 10:37:00+05:30,2469.0,2470.14990234375,2469.0,2470.14990234375,1466,0.0,0.0
2024-08-12 10:38:00+05:30,2471.25,2471.25,2470.10009765625,2471.25,794,0.0,0.0
2024-08-12 10:39:00+05:30,2471.25,2471.5,2470.699951171875,2470.75,599,0.0,0.0
2024-08-12 10:40:00+05:30,2471.5,2473.60009765625,2470.75,2472.199951171875,1747,0.0,0.0
2024-08-12 10:41:00+05:30,2471.85009765625,2473.14990234375,2471.85009765625,2473.050048828125,1352,0.0,0.0
2024-08-12 10:42:00+05:30,2472.949951171875,2472.949951171875,2472.5,2472.89990234375,716,0.0,0.0
2024-08-12 10:43:00+05:30,2472.949951171875,2473.5,2472.89990234375,2473.5,938,0.0,0.0
2024-08-12 10:44:00+05:30,2474.10009765625,2475.949951171875,2474.050048828125,2474.89990234375,815,0.0,0.0
2024-08-12 10:45:00+05:30,2475.949951171875,2476.0,2475.0,2476.0,658,0.0,0.0
2024-08-12 10:46:00+05:30,2476.64990234375,2476.64990234375,2475.0,2475.60009765625,645,0.0,0.0
2024-08-12 10:47:00+05:30,2475.89990234375,2475.89990234375,2474.25,2475.0,1362,0.0,0.0
2024-08-12 10:48:00+05:30,2475.0,2475.0,2474.0,2474.5,562,0.0,0.0
2024-08-12 10:49:00+05:30,2474.5,2474.5,2473.75,2473.75,484,0.0,0.0
2024-08-12 10:50:00+05:30,2473.75,2475.0,2472.85009765625,2475.0,1350,0.0,0.0
2024-08-12 10:51:00+05:30,2474.35009765625,2475.699951171875,2474.35009765625,2474.35009765625,536,0.0,0.0
2024-08-12 10:52:00+05:30,2474.35009765625,2475.0,2474.10009765625,2475.0,965,0.0,0.0
2024-08-12 10:53:00+05:30,2475.89990234375,2476.75,2474.449951171875,2476.75,564,0.0,0.0
2024-08-12 10:54:00+05:30,2477.89990234375,2478.949951171875,2477.85009765625,2478.949951171875,1844,0.0,0.0
2024-08-12 10:55:00+05:30,2478.75,2478.949951171875,2477.5,2478.5,1253,0.0,0.0
