Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-12 09:15:00+05:30,1735.300048828125,1742.5,1735.300048828125,1741.050048828125,0,0.0,0.0
2024-08-12 09:16:00+05:30,1742.5,1744.3499755859375,1741.800048828125,1741.800048828125,13143,0.0,0.0
2024-08-12 09:17:00+05:30,1739.25,1740.0999755859375,1739.1500244140625,1739.5999755859375,6849,0.0,0.0
2024-08-12 09:18:00+05:30,1739.5999755859375,1739.9000244140625,1739.300048828125,1739.9000244140625,3651,0.0,0.0
2024-08-12 09:19:00+05:30,1738.0,1738.5,1737.3499755859375,1738.5,6911,0.0,0.0
2024-08-12 09:20:00+05:30,1737.75,1737.75,1735.3499755859375,1735.699951171875,4751,0.0,0.0
2024-08-12 09:21:00+05:30,1735.6500244140625,1735.9000244140625,1734.3499755859375,1734.550048828125,3274,0.0,0.0
2024-08-12 09:22:00+05:30,1734.5999755859375,1734.800048828125,1733.9000244140625,1734.800048828125,2638,0.0,0.0
2024-08-12 09:23:00+05:30,1735.4000244140625,1737.050048828125,1735.1500244140625,1737.050048828125,3757,0.0,0.0
2024-08-12 09:24:00+05:30,1737.050048828125,1737.6500244140625,1736.3499755859375,1736.3499755859375,2420,0.0,0.0
2024-08-12 09:25:00+05:30,1735.550048828125,1735.8499755859375,1735.300048828125,1735.550048828125,1651,0.0,0.0
2024-08-12 09:26:00+05:30,1735.5999755859375,1736.5999755859375,1735.5999755859375,1736.0999755859375,1046,0.0,0.0
2024-08-12 09:27:00+05:30,1736.5999755859375,1737.050048828125,1736.5,1736.5,1773,0.0,0.0
2024-08-12 09:28:00+05:30,1735.300048828125,1737.050048828125,1735.300048828125,1736.6500244140625,3763,0.0,0.0
2024-08-12 09:29:00+05:30,1736.9000244140625,1736.9000244140625,1736.25,1736.75,705,0.0,0.0
2024-08-12 09:30:00+05:30,1736.75,1736.9000244140625,1736.550048828125,1736.9000244140625,4680,0.0,0.0
2024-08-12 09:31:00+05:30,1737.4000244140625,1738.0,1737.4000244140625,1737.5,3942,0.0,0.0
